GENE	TREATMENT	SAMPLE	COUNT5PRIME	COUNT3PRIME
HWER_00352	Salt0	Salt0_1	1.47731951	64.65100926
HWER_00352	Salt0	Salt0_2	1.41002577	27.95709482
HWER_00352	Salt10	Salt10_1	28.52514825	25.47399933
HWER_00352	Salt10	Salt10_2	21.42675159	21.38478028
HWER_00352	Salt20	Salt20_1	14.79397747	12.98682187
HWER_00352	Salt20	Salt20_2	13.62981498	15.59868320
HWER_00353	Salt0	Salt0_1	2.04648783	18.55930632
HWER_00353	Salt0	Salt0_2	0.02334431	6.13247068
HWER_00353	Salt10	Salt10_1	5.19350417	7.46425568
HWER_00353	Salt10	Salt10_2	5.05606524	7.30894309
HWER_00353	Salt20	Salt20_1	7.32685323	6.87894179
HWER_00353	Salt20	Salt20_2	7.69076744	9.60910279
HWER_00354	Salt0	Salt0_1	13.22285909	93.40386841
HWER_00354	Salt0	Salt0_2	13.64361399	64.66423277
HWER_00354	Salt10	Salt10_1	68.06484817	57.65867066
HWER_00354	Salt10	Salt10_2	60.13930348	55.07246377
HWER_00354	Salt20	Salt20_1	29.66289832	21.52356316
HWER_00354	Salt20	Salt20_2	41.02256574	38.53951001
HWER_00355	Salt0	Salt0_1	0.61897604	12.60616183
HWER_00355	Salt0	Salt0_2	1.05627552	6.92908611
HWER_00355	Salt10	Salt10_1	12.99117883	10.39316790
HWER_00355	Salt10	Salt10_2	12.11162791	9.14018692
HWER_00355	Salt20	Salt20_1	9.83449524	13.79413589
HWER_00355	Salt20	Salt20_2	12.96373200	14.51240543
HWER_00356	Salt0	Salt0_1	30.13307985	8.62642586
HWER_00356	Salt0	Salt0_2	14.38454198	5.34351145
HWER_00356	Salt10	Salt10_1	17.94181034	13.30818966
HWER_00356	Salt10	Salt10_2	15.88333333	9.96666667
HWER_00356	Salt20	Salt20_1	24.77116705	13.62986270
HWER_00356	Salt20	Salt20_2	24.96279762	16.46205357
HWER_00357	Salt0	Salt0_1	0.00000000	1.71243487
HWER_00357	Salt0	Salt0_2	0.00000000	0.50890585
HWER_00357	Salt10	Salt10_1	0.29417784	0.98339719
HWER_00357	Salt10	Salt10_2	0.09495549	0.67950617
HWER_00357	Salt20	Salt20_1	0.08487869	0.68141368
HWER_00357	Salt20	Salt20_2	0.04415713	0.82010582
HWER_00358	Salt0	Salt0_1	0.51511963	0.09626029
HWER_00358	Salt0	Salt0_2	0.05258499	0.36894210
HWER_00358	Salt10	Salt10_1	11.04556792	1.93444705
HWER_00358	Salt10	Salt10_2	7.65709912	1.70617568
HWER_00358	Salt20	Salt20_1	8.05513009	1.64317333
HWER_00358	Salt20	Salt20_2	7.77021486	1.64050085
HWER_00359	Salt0	Salt0_1	0.06426391	2.65624163
HWER_00359	Salt0	Salt0_2	0.00000000	2.54811311
HWER_00359	Salt10	Salt10_1	3.05973774	4.71102477
HWER_00359	Salt10	Salt10_2	2.43380282	5.55868545
HWER_00359	Salt20	Salt20_1	2.46881748	3.85470719
HWER_00359	Salt20	Salt20_2	2.53185781	4.91281019
HWER_00360	Salt0	Salt0_1	0.41057498	1.66798192
HWER_00360	Salt0	Salt0_2	0.64509193	0.46809736
HWER_00360	Salt10	Salt10_1	2.63072689	2.43981783
HWER_00360	Salt10	Salt10_2	1.15179969	2.08805031
HWER_00360	Salt20	Salt20_1	1.62224299	1.81339320
HWER_00360	Salt20	Salt20_2	1.99809971	2.52695418
HWER_00361	Salt0	Salt0_1	0.15792223	69.75114556
HWER_00361	Salt0	Salt0_2	0.04267980	29.57403601
HWER_00361	Salt10	Salt10_1	15.02423708	18.74723696
HWER_00361	Salt10	Salt10_2	10.11714590	21.71367521
HWER_00361	Salt20	Salt20_1	9.55176523	13.82165699
HWER_00361	Salt20	Salt20_2	8.59577058	20.89533730
HWER_00362	Salt0	Salt0_1	0.23574144	28.17316633
HWER_00362	Salt0	Salt0_2	0.48854962	16.03356957
HWER_00362	Salt10	Salt10_1	8.39655172	16.19592788
HWER_00362	Salt10	Salt10_2	5.46666667	16.19615639
HWER_00362	Salt20	Salt20_1	4.32036613	9.42173049
HWER_00362	Salt20	Salt20_2	3.98214286	15.69748178
HWER_00363	Salt0	Salt0_1	0.96958175	120.38693805
HWER_00363	Salt0	Salt0_2	2.53816794	58.18739710
HWER_00363	Salt10	Salt10_1	63.66379310	74.29006085
HWER_00363	Salt10	Salt10_2	48.30666667	65.77777778
HWER_00363	Salt20	Salt20_1	39.47368421	44.95894468
HWER_00363	Salt20	Salt20_2	42.54464286	57.90441176
HWER_00364	Salt0	Salt0_1	0.29843487	52.40155588
HWER_00364	Salt0	Salt0_2	0.19971596	25.94981135
HWER_00364	Salt10	Salt10_1	4.26022454	8.02615933
HWER_00364	Salt10	Salt10_2	3.35658915	11.16475096
HWER_00364	Salt20	Salt20_1	5.02900325	9.11386412
HWER_00364	Salt20	Salt20_2	4.34316168	11.23768473
HWER_00365	Salt0	Salt0_1	0.00000000	1.37529326
HWER_00365	Salt0	Salt0_2	0.00000000	0.63162074
HWER_00365	Salt10	Salt10_1	0.29550827	0.46873726
HWER_00365	Salt10	Salt10_2	0.34672971	0.75965327
HWER_00365	Salt20	Salt20_1	0.55179577	1.19826238
HWER_00365	Salt20	Salt20_2	0.58398064	1.62529551
HWER_00366	Salt0	Salt0_1	1.47798356	32.63829265
HWER_00366	Salt0	Salt0_2	1.92686530	22.64836247
HWER_00366	Salt10	Salt10_1	2.82258065	27.33592881
HWER_00366	Salt10	Salt10_2	3.74623656	26.97204301
HWER_00366	Salt20	Salt20_1	4.90883590	16.21761276
HWER_00366	Salt20	Salt20_2	5.33794163	20.13728879
HWER_00367	Salt0	Salt0_1	0.86031417	75.62229645
HWER_00367	Salt0	Salt0_2	0.37011335	47.21544024
HWER_00367	Salt10	Salt10_1	59.31731104	89.20843222
HWER_00367	Salt10	Salt10_2	39.18653199	85.33333333
HWER_00367	Salt20	Salt20_1	35.01375309	65.20349457
HWER_00367	Salt20	Salt20_2	32.68999519	86.97826297
HWER_00368	Salt0	Salt0_1	0.26476234	0.87459883
HWER_00368	Salt0	Salt0_2	0.00000000	0.66961296
HWER_00368	Salt10	Salt10_1	2.20102715	1.59642401
HWER_00368	Salt10	Salt10_2	2.08897485	1.77777778
HWER_00368	Salt20	Salt20_1	5.70533221	0.72263037
HWER_00368	Salt20	Salt20_2	6.09054067	0.76580340
HWER_00369	Salt0	Salt0_1	0.54508229	26.92174745
HWER_00369	Salt0	Salt0_2	1.16105269	20.63203972
HWER_00369	Salt10	Salt10_1	34.18133591	36.65300217
HWER_00369	Salt10	Salt10_2	30.91841492	38.47086247
HWER_00369	Salt20	Salt20_1	25.73970652	29.45224112
HWER_00369	Salt20	Salt20_2	24.48593074	39.00266400
HWER_00370	Salt0	Salt0_1	3.11872517	2.34117999
HWER_00370	Salt0	Salt0_2	1.74114418	1.72399005
HWER_00370	Salt10	Salt10_1	11.77838047	3.81635025
HWER_00370	Salt10	Salt10_2	10.52883895	4.45842697
HWER_00370	Salt20	Salt20_1	5.52284473	1.98493302
HWER_00370	Salt20	Salt20_2	6.63456394	2.61503478
HWER_00371	Salt0	Salt0_1	0.27403830	2.48086071
HWER_00371	Salt0	Salt0_2	0.11175297	1.42915825
HWER_00371	Salt10	Salt10_1	3.12597080	2.68671718
HWER_00371	Salt10	Salt10_2	3.49549550	2.24215247
HWER_00371	Salt20	Salt20_1	6.12798153	2.53973792
HWER_00371	Salt20	Salt20_2	6.27413127	3.44997865
HWER_00372	Salt0	Salt0_1	2.14717066	862.21969402
HWER_00372	Salt0	Salt0_2	2.48465799	563.73845445
HWER_00372	Salt10	Salt10_1	6.06265495	1031.50737623
HWER_00372	Salt10	Salt10_2	5.78300654	941.42082240
HWER_00372	Salt20	Salt20_1	4.89672604	797.01736368
HWER_00372	Salt20	Salt20_2	4.47012138	937.64451319
HWER_00373	Salt0	Salt0_1	122.01249321	746.04762858
HWER_00373	Salt0	Salt0_2	96.16957470	641.08745145
HWER_00373	Salt10	Salt10_1	1100.36945813	1509.98185118
HWER_00373	Salt10	Salt10_2	822.85714286	1151.48538012
HWER_00373	Salt20	Salt20_1	1532.24092841	1662.04986150
HWER_00373	Salt20	Salt20_2	1342.95280612	1947.94277360
HWER_00374	Salt0	Salt0_1	0.72497860	45.20058974
HWER_00374	Salt0	Salt0_2	0.90581113	45.07711482
HWER_00374	Salt10	Salt10_1	41.33734350	83.79662210
HWER_00374	Salt10	Salt10_2	36.26233942	71.62448980
HWER_00374	Salt20	Salt20_1	28.41149085	55.30752347
HWER_00374	Salt20	Salt20_2	28.07157346	75.44946550
HWER_00375	Salt0	Salt0_1	0.44167915	12.73764259
HWER_00375	Salt0	Salt0_2	0.23132084	8.41603053
HWER_00375	Salt10	Salt10_1	11.05886451	12.80172414
HWER_00375	Salt10	Salt10_2	12.01346801	13.98666667
HWER_00375	Salt20	Salt20_1	10.36682616	11.89931350
HWER_00375	Salt20	Salt20_2	12.31060606	15.07440476
HWER_00376	Salt0	Salt0_1	0.66278299	1.51387129
HWER_00376	Salt0	Salt0_2	0.15757406	4.27622279
HWER_00376	Salt10	Salt10_1	19.25814616	20.95306513
HWER_00376	Salt10	Salt10_2	14.89908257	20.17283951
HWER_00376	Salt20	Salt20_1	10.52841517	15.03305365
HWER_00376	Salt20	Salt20_2	11.01736566	15.56988536
HWER_00377	Salt0	Salt0_1	1.04713991	4.81248158
HWER_00377	Salt0	Salt0_2	0.80353556	4.98577505
HWER_00377	Salt10	Salt10_1	1.92039843	10.39148323
HWER_00377	Salt10	Salt10_2	0.55487556	9.92209922
HWER_00377	Salt20	Salt20_1	0.33330626	12.02428500
HWER_00377	Salt20	Salt20_2	0.54278137	13.99505066
HWER_00378	Salt0	Salt0_1	1.15512345	7.84420232
HWER_00378	Salt0	Salt0_2	0.96627693	10.66457117
HWER_00378	Salt10	Salt10_1	11.42150444	19.19733411
HWER_00378	Salt10	Salt10_2	10.57665260	18.67787115
HWER_00378	Salt20	Salt20_1	13.90377430	22.32563506
HWER_00378	Salt20	Salt20_2	14.45398835	24.64735894
HWER_00379	Salt0	Salt0_1	60.47701348	3.74717584
HWER_00379	Salt0	Salt0_2	35.03122831	1.16163292
HWER_00379	Salt10	Salt10_1	10.53291536	7.15267366
HWER_00379	Salt10	Salt10_2	11.24848485	7.90338164
HWER_00379	Salt20	Salt20_1	23.68213023	15.22236593
HWER_00379	Salt20	Salt20_2	26.69913420	14.66528640
HWER_00380	Salt0	Salt0_1	10.01241241	40.86472502
HWER_00380	Salt0	Salt0_2	10.30692070	18.89509719
HWER_00380	Salt10	Salt10_1	34.91913651	11.00248845
HWER_00380	Salt10	Salt10_2	31.47107438	14.53470790
HWER_00380	Salt20	Salt20_1	10.30457477	13.40206186
HWER_00380	Salt20	Salt20_2	13.01468418	18.65795287
HWER_00381	Salt0	Salt0_1	0.00000000	3.54706567
HWER_00381	Salt0	Salt0_2	0.00000000	2.16241565
HWER_00381	Salt10	Salt10_1	3.53467913	4.85465458
HWER_00381	Salt10	Salt10_2	2.28397874	6.54683352
HWER_00381	Salt20	Salt20_1	1.86089667	4.64174236
HWER_00381	Salt20	Salt20_2	1.51182341	5.74245625
HWER_00382	Salt0	Salt0_1	0.53051044	17.86305514
HWER_00382	Salt0	Salt0_2	0.13968139	10.58276950
HWER_00382	Salt10	Salt10_1	5.40666309	15.26596922
HWER_00382	Salt10	Salt10_2	4.26105520	14.15704247
HWER_00382	Salt20	Salt20_1	2.46838106	14.16310273
HWER_00382	Salt20	Salt20_2	2.19197926	14.47176029
HWER_00383	Salt0	Salt0_1	2.88025009	120.60976517
HWER_00383	Salt0	Salt0_2	1.71447208	72.76065320
HWER_00383	Salt10	Salt10_1	36.54336227	20.82258641
HWER_00383	Salt10	Salt10_2	25.65973826	25.12006137
HWER_00383	Salt20	Salt20_1	4.04553406	4.64775788
HWER_00383	Salt20	Salt20_2	4.13779831	7.64425448
HWER_00384	Salt0	Salt0_1	0.52109579	4.24254553
HWER_00384	Salt0	Salt0_2	0.70127840	4.18412443
HWER_00384	Salt10	Salt10_1	6.53043207	17.12470832
HWER_00384	Salt10	Salt10_2	5.81124498	15.08571429
HWER_00384	Salt20	Salt20_1	5.53817099	6.42108704
HWER_00384	Salt20	Salt20_2	5.74619908	7.11152882
HWER_00385	Salt0	Salt0_1	6.48321196	36.17340472
HWER_00385	Salt0	Salt0_2	8.61689740	27.32772498
HWER_00385	Salt10	Salt10_1	101.34424313	15.04222379
HWER_00385	Salt10	Salt10_2	79.76497175	15.90022676
HWER_00385	Salt20	Salt20_1	81.99201024	11.97092109
HWER_00385	Salt20	Salt20_2	80.28652139	17.64455782
HWER_00386	Salt0	Salt0_1	26.76466215	27.74579033
HWER_00386	Salt0	Salt0_2	14.96865538	25.08178844
HWER_00386	Salt10	Salt10_1	103.68907725	71.28078818
HWER_00386	Salt10	Salt10_2	96.20856611	74.91047619
HWER_00386	Salt20	Salt20_1	107.09126472	68.24452435
HWER_00386	Salt20	Salt20_2	125.46554935	106.03741497
HWER_00387	Salt0	Salt0_1	0.30960052	22.80886910
HWER_00387	Salt0	Salt0_2	0.05341569	15.11237531
HWER_00387	Salt10	Salt10_1	8.97165921	10.07386041
HWER_00387	Salt10	Salt10_2	6.30025445	11.86987748
HWER_00387	Salt20	Salt20_1	7.29295858	9.90739371
HWER_00387	Salt20	Salt20_2	6.29695262	14.87718028
HWER_00388	Salt0	Salt0_1	51.13917157	39.65597444
HWER_00388	Salt0	Salt0_2	44.44995647	19.32251908
HWER_00388	Salt10	Salt10_1	31.13280893	11.31465517
HWER_00388	Salt10	Salt10_2	35.47656941	15.04609929
HWER_00388	Salt20	Salt20_1	33.20809231	6.07381080
HWER_00388	Salt20	Salt20_2	41.91928761	8.84941743
HWER_00389	Salt0	Salt0_1	1.25138374	0.21123785
HWER_00389	Salt0	Salt0_2	0.91796309	2.99217793
HWER_00389	Salt10	Salt10_1	27.22610214	14.95317156
HWER_00389	Salt10	Salt10_2	21.29957806	14.60082305
HWER_00389	Salt20	Salt20_1	14.80172639	8.22103568
HWER_00389	Salt20	Salt20_2	14.18399638	9.18577307
HWER_00390	Salt0	Salt0_1	0.00000000	1.36364541
HWER_00390	Salt0	Salt0_2	0.00000000	0.29974821
HWER_00390	Salt10	Salt10_1	0.11195701	0.33850876
HWER_00390	Salt10	Salt10_2	0.43636364	0.41186736
HWER_00390	Salt20	Salt20_1	0.14859283	0.19169253
HWER_00390	Salt20	Salt20_2	0.20871985	0.32722513
HWER_00391	Salt0	Salt0_1	2.04271499	8.53757637
HWER_00391	Salt0	Salt0_2	4.61872665	4.07863200
HWER_00391	Salt10	Salt10_1	33.77201027	3.13893185
HWER_00391	Salt10	Salt10_2	29.25531915	2.70184697
HWER_00391	Salt20	Salt20_1	27.28954672	3.99099159
HWER_00391	Salt20	Salt20_2	29.32655775	4.51532856
HWER_00392	Salt0	Salt0_1	0.00000000	0.56694056
HWER_00392	Salt0	Salt0_2	0.00763359	0.33387461
HWER_00392	Salt10	Salt10_1	7.67241379	7.88373209
HWER_00392	Salt10	Salt10_2	4.81066667	5.87408880
HWER_00392	Salt20	Salt20_1	1.33180778	2.69777218
HWER_00392	Salt20	Salt20_2	1.50000000	3.48504213
HWER_00393	Salt0	Salt0_1	2.17867947	50.96999806
HWER_00393	Salt0	Salt0_2	0.48754667	41.67827492
HWER_00393	Salt10	Salt10_1	20.26176693	16.17165870
HWER_00393	Salt10	Salt10_2	11.97080292	14.44282238
HWER_00393	Salt20	Salt20_1	1.96679417	4.54325277
HWER_00393	Salt20	Salt20_2	2.02576469	6.37056830
HWER_00394	Salt0	Salt0_1	0.05090069	0.91621238
HWER_00394	Salt0	Salt0_2	0.00000000	0.34744576
HWER_00394	Salt10	Salt10_1	0.23080829	0.11540415
HWER_00394	Salt10	Salt10_2	0.16778224	0.32128514
HWER_00394	Salt20	Salt20_1	0.61267189	0.81791698
HWER_00394	Salt20	Salt20_2	0.42232422	0.94823739
HWER_00395	Salt0	Salt0_1	0.00000000	0.11128628
HWER_00395	Salt0	Salt0_2	0.00000000	0.85645131
HWER_00395	Salt10	Salt10_1	0.16820858	0.08410429
HWER_00395	Salt10	Salt10_2	0.00000000	0.11707317
HWER_00395	Salt20	Salt20_1	0.01116258	0.06697550
HWER_00395	Salt20	Salt20_2	0.20325203	0.26132404
HWER_00396	Salt0	Salt0_1	0.00000000	1.96797766
HWER_00396	Salt0	Salt0_2	0.00000000	3.45896947
HWER_00396	Salt10	Salt10_1	1.36116152	2.89601293
HWER_00396	Salt10	Salt10_2	1.13840156	2.47395833
HWER_00396	Salt20	Salt20_1	1.50771029	1.46596110
HWER_00396	Salt20	Salt20_2	1.05588044	2.10425967
HWER_00397	Salt0	Salt0_1	0.53605934	36.26318186
HWER_00397	Salt0	Salt0_2	0.20022525	41.45359322
HWER_00397	Salt10	Salt10_1	20.32221594	23.51858052
HWER_00397	Salt10	Salt10_2	12.90491803	27.98705502
HWER_00397	Salt20	Salt20_1	8.19296995	17.98078988
HWER_00397	Salt20	Salt20_2	10.37275566	22.51887810
HWER_00398	Salt0	Salt0_1	0.05208605	6.65728157
HWER_00398	Salt0	Salt0_2	0.02614242	2.98475924
HWER_00398	Salt10	Salt10_1	4.31034483	4.53406515
HWER_00398	Salt10	Salt10_2	5.24200913	4.37370242
HWER_00398	Salt20	Salt20_1	2.00620670	2.20123047
HWER_00398	Salt20	Salt20_2	1.95694716	2.26561213
HWER_00399	Salt0	Salt0_1	0.84627579	34.61760601
HWER_00399	Salt0	Salt0_2	2.28529039	55.19856991
HWER_00399	Salt10	Salt10_1	64.96594963	43.75818420
HWER_00399	Salt10	Salt10_2	43.70323929	44.27848101
HWER_00399	Salt20	Salt20_1	29.21744869	26.16371694
HWER_00399	Salt20	Salt20_2	27.51343484	33.25610307
HWER_00400	Salt0	Salt0_1	0.40738729	9.43758437
HWER_00400	Salt0	Salt0_2	0.27262814	6.57060447
HWER_00400	Salt10	Salt10_1	1.70734438	3.72065596
HWER_00400	Salt10	Salt10_2	1.89177489	3.83930510
HWER_00400	Salt20	Salt20_1	1.53422093	4.86735888
HWER_00400	Salt20	Salt20_2	1.26584725	7.40169846
HWER_00401	Salt0	Salt0_1	0.09260571	62.68833346
HWER_00401	Salt0	Salt0_2	0.31715479	53.85309193
HWER_00401	Salt10	Salt10_1	30.11066100	47.51316705
HWER_00401	Salt10	Salt10_2	21.27220630	54.44380403
HWER_00401	Salt20	Salt20_1	19.90322136	43.85745092
HWER_00401	Salt20	Salt20_2	16.96599127	62.14405791
HWER_00402	Salt0	Salt0_1	0.14231187	16.76493468
HWER_00402	Salt0	Salt0_2	0.08791080	15.19784566
HWER_00402	Salt10	Salt10_1	10.47388973	2.16753478
HWER_00402	Salt10	Salt10_2	7.54702495	2.18228171
HWER_00402	Salt20	Salt20_1	7.18122604	1.19229406
HWER_00402	Salt20	Salt20_2	7.11486610	1.60190749
HWER_00403	Salt0	Salt0_1	0.00000000	2.28136882
HWER_00403	Salt0	Salt0_2	0.00000000	0.06939625
HWER_00403	Salt10	Salt10_1	2.89899298	2.82131661
HWER_00403	Salt10	Salt10_2	2.92625369	2.15757576
HWER_00403	Salt20	Salt20_1	1.92381685	2.01789058
HWER_00403	Salt20	Salt20_2	2.37041719	1.94805195
HWER_00404	Salt0	Salt0_1	1.70102061	15.32206453
HWER_00404	Salt0	Salt0_2	0.94164323	13.85634747
HWER_00404	Salt10	Salt10_1	4.22527223	7.02742688
HWER_00404	Salt10	Salt10_2	5.92982456	8.90649065
HWER_00404	Salt20	Salt20_1	8.64145490	9.89343786
HWER_00404	Salt20	Salt20_2	7.59711779	12.37623762
HWER_00405	Salt0	Salt0_1	0.00000000	0.77498729
HWER_00405	Salt0	Salt0_2	0.00000000	1.00484595
HWER_00405	Salt10	Salt10_1	0.64609023	0.91514752
HWER_00405	Salt10	Salt10_2	0.25124911	1.06440198
HWER_00405	Salt20	Salt20_1	0.25480329	0.66074908
HWER_00405	Salt20	Salt20_2	0.21668196	0.99206349
HWER_00406	Salt0	Salt0_1	5.84006654	58.49344240
HWER_00406	Salt0	Salt0_2	3.74522901	125.36470924
HWER_00406	Salt10	Salt10_1	15.04579741	140.36526978
HWER_00406	Salt10	Salt10_2	13.13333333	150.41081643
HWER_00406	Salt20	Salt20_1	15.67148169	9.41035353
HWER_00406	Salt20	Salt20_2	18.43843006	19.94651215
HWER_00407	Salt0	Salt0_1	0.16489486	24.44603009
HWER_00407	Salt0	Salt0_2	0.58420315	14.65884338
HWER_00407	Salt10	Salt10_1	2.83691063	7.13589221
HWER_00407	Salt10	Salt10_2	2.01360544	8.13710368
HWER_00407	Salt20	Salt20_1	1.52360715	4.35312042
HWER_00407	Salt20	Salt20_2	1.82215743	5.30205656
HWER_00408	Salt0	Salt0_1	0.20264613	13.18799695
HWER_00408	Salt0	Salt0_2	0.29977624	10.14956693
HWER_00408	Salt10	Salt10_1	4.73956570	5.63427963
HWER_00408	Salt10	Salt10_2	5.14633006	6.63861618
HWER_00408	Salt20	Salt20_1	4.56703072	7.32393824
HWER_00408	Salt20	Salt20_2	5.18850598	8.92857143
HWER_00409	Salt0	Salt0_1	0.00000000	1.58231585
HWER_00409	Salt0	Salt0_2	0.00000000	0.23706794
HWER_00409	Salt10	Salt10_1	2.33138148	2.40950953
HWER_00409	Salt10	Salt10_2	2.07966457	1.73913043
HWER_00409	Salt20	Salt20_1	3.77070650	3.25482894
HWER_00409	Salt20	Salt20_2	2.82644504	2.92073351
HWER_00410	Salt0	Salt0_1	0.53036114	16.98297596
HWER_00410	Salt0	Salt0_2	0.13104872	13.91522266
HWER_00410	Salt10	Salt10_1	7.34423561	10.20332167
HWER_00410	Salt10	Salt10_2	4.82403433	12.53275738
HWER_00410	Salt20	Salt20_1	6.72749236	15.12867529
HWER_00410	Salt20	Salt20_2	5.87574085	19.55414995
HWER_00411	Salt0	Salt0_1	0.11580552	2.17643363
HWER_00411	Salt0	Salt0_2	0.00000000	1.39147171
HWER_00411	Salt10	Salt10_1	0.20421261	0.70492863
HWER_00411	Salt10	Salt10_2	0.37450649	0.95400341
HWER_00411	Salt20	Salt20_1	0.31362892	0.56136193
HWER_00411	Salt20	Salt20_2	0.28704375	1.16106920
HWER_00412	Salt0	Salt0_1	0.00000000	4.15344748
HWER_00412	Salt0	Salt0_2	0.07270084	2.86867312
HWER_00412	Salt10	Salt10_1	0.43787630	0.21963541
HWER_00412	Salt10	Salt10_2	0.69417989	0.34819533
HWER_00412	Salt20	Salt20_1	0.85721550	0.83079479
HWER_00412	Salt20	Salt20_2	1.09599395	1.54496512
HWER_00413	Salt0	Salt0_1	1.27894919	13.96998914
HWER_00413	Salt0	Salt0_2	2.06453851	8.28107961
HWER_00413	Salt10	Salt10_1	39.30250784	15.81742611
HWER_00413	Salt10	Salt10_2	30.46060606	14.66666667
HWER_00413	Salt20	Salt20_1	11.47285209	4.77075842
HWER_00413	Salt20	Salt20_2	15.99025974	9.52646684
HWER_00414	Salt0	Salt0_1	0.05925633	4.30102217
HWER_00414	Salt0	Salt0_2	0.22801626	2.64697135
HWER_00414	Salt10	Salt10_1	5.38513211	1.57859382
HWER_00414	Salt10	Salt10_2	4.12467532	1.11861472
HWER_00414	Salt20	Salt20_1	1.84849475	1.18874261
HWER_00414	Salt20	Salt20_2	1.64270254	1.90166976
HWER_00415	Salt0	Salt0_1	0.00000000	22.41500240
HWER_00415	Salt0	Salt0_2	0.00000000	13.90350552
HWER_00415	Salt10	Salt10_1	8.26779593	14.93136927
HWER_00415	Salt10	Salt10_2	5.58284600	14.42588997
HWER_00415	Salt20	Salt20_1	4.04137728	5.98520362
HWER_00415	Salt20	Salt20_2	3.86382623	7.98659270
HWER_00416	Salt0	Salt0_1	0.54528841	7.42563185
HWER_00416	Salt0	Salt0_2	1.62731523	3.57730879
HWER_00416	Salt10	Salt10_1	8.38679497	1.21703854
HWER_00416	Salt10	Salt10_2	7.49354005	1.55816993
HWER_00416	Salt20	Salt20_1	8.92271123	1.66016063
HWER_00416	Salt20	Salt20_2	7.86729420	1.51727358
HWER_00417	Salt0	Salt0_1	0.30436422	10.29199164
HWER_00417	Salt0	Salt0_2	0.43776848	6.68280123
HWER_00417	Salt10	Salt10_1	8.70308573	9.02141301
HWER_00417	Salt10	Salt10_2	6.54082039	10.90186730
HWER_00417	Salt20	Salt20_1	4.56298921	7.84414267
HWER_00417	Salt20	Salt20_2	3.93980770	10.36877802
HWER_00418	Salt0	Salt0_1	5.70945742	524.45260260
HWER_00418	Salt0	Salt0_2	6.64000969	463.17212664
HWER_00418	Salt10	Salt10_1	284.12698413	306.31823587
HWER_00418	Salt10	Salt10_2	222.89947090	357.30825496
HWER_00418	Salt20	Salt20_1	175.22792488	227.14001851
HWER_00418	Salt20	Salt20_2	165.27777778	293.58859531
HWER_00419	Salt0	Salt0_1	0.07187677	4.32373710
HWER_00419	Salt0	Salt0_2	0.18759289	1.56306798
HWER_00419	Salt10	Salt10_1	0.73332899	1.69129721
HWER_00419	Salt10	Salt10_2	0.63516068	1.98095238
HWER_00419	Salt20	Salt20_1	0.73105423	1.27710581
HWER_00419	Salt20	Salt20_2	0.56260690	1.47959184
HWER_00420	Salt0	Salt0_1	0.85718098	2.41599824
HWER_00420	Salt0	Salt0_2	0.29462970	1.77291916
HWER_00420	Salt10	Salt10_1	14.76860254	2.04750824
HWER_00420	Salt10	Salt10_2	12.38830409	1.98889863
HWER_00420	Salt20	Salt20_1	18.54751295	1.98348632
HWER_00420	Salt20	Salt20_2	18.15998329	3.08052669
HWER_00421	Salt0	Salt0_1	0.13939117	1.73464568
HWER_00421	Salt0	Salt0_2	0.02332053	2.20767712
HWER_00421	Salt10	Salt10_1	0.91298546	2.49315261
HWER_00421	Salt10	Salt10_2	0.72776646	2.24304141
HWER_00421	Salt20	Salt20_1	0.90880704	1.86421957
HWER_00421	Salt20	Salt20_2	0.68494811	2.53370187
HWER_00422	Salt0	Salt0_1	0.11882129	2.14564434
HWER_00422	Salt0	Salt0_2	1.07347328	3.14559917
HWER_00422	Salt10	Salt10_1	8.14924569	1.49334781
HWER_00422	Salt10	Salt10_2	5.09027778	2.20472441
HWER_00422	Salt20	Salt20_1	6.86498856	1.07509445
HWER_00422	Salt20	Salt20_2	6.37865823	1.35920510
HWER_00423	Salt0	Salt0_1	40.43271033	3.32918645
HWER_00423	Salt0	Salt0_2	29.79966312	0.45731171
HWER_00423	Salt10	Salt10_1	25.49781447	1.23152709
HWER_00423	Salt10	Salt10_2	26.04068858	0.61443932
HWER_00423	Salt20	Salt20_1	28.01860745	0.57999135
HWER_00423	Salt20	Salt20_2	30.55835010	0.72690366
HWER_00424	Salt0	Salt0_1	0.71334836	3.99171887
HWER_00424	Salt0	Salt0_2	0.72958184	2.85240825
HWER_00424	Salt10	Salt10_1	23.42081172	6.36581176
HWER_00424	Salt10	Salt10_2	19.84660767	6.54804270
HWER_00424	Salt20	Salt20_1	18.00287560	9.33654731
HWER_00424	Salt20	Salt20_2	17.69911504	11.16336214
HWER_00425	Salt0	Salt0_1	0.03399230	57.71892254
HWER_00425	Salt0	Salt0_2	0.00974915	40.48336307
HWER_00425	Salt10	Salt10_1	0.75967763	23.30779055
HWER_00425	Salt10	Salt10_2	0.84802043	24.63005534
HWER_00425	Salt20	Salt20_1	0.91474730	21.61492353
HWER_00425	Salt20	Salt20_2	0.74499787	25.69102354
HWER_00426	Salt0	Salt0_1	0.15893781	16.47452471
HWER_00426	Salt0	Salt0_2	0.05522692	12.97709924
HWER_00426	Salt10	Salt10_1	12.84787670	11.51724138
HWER_00426	Salt10	Salt10_2	8.88317256	12.60373333
HWER_00426	Salt20	Salt20_1	8.76334552	12.90983982
HWER_00426	Salt20	Salt20_2	7.64144082	14.17619048
